_unit_id,relevance,relevance:variance,product_image,product_link,product_price,product_title,query,rank,source,url,
711158948,3.33,0.943,http://thumbs3.ebaystatic.com/d/l225/m/m3XtnDLfiPUFwCBJ7RcVvhg.jpg,http://www.ebay.com/itm/Western-Digital-WD-500GB-My-Passport-USB-3-0-Portable-External-Hard-Drive-/371286239098?pt=LH_DefaultDomain_0&hash=item567262677a,$45.99 ,Western Digital WD 500GB My Passport USB 3.0 Portable External Hard Drive,extenal hardisk 500 gb,15,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=extenal%20hardisk%20500%20gb,
711158949,3.33,0.471,http://thumbs3.ebaystatic.com/d/l225/m/mHSi2BFtKqWEjNTZGjJiTBQ.jpg,http://www.ebay.com/itm/Toshiba-Canvio-500-GB-Portable-Hard-Drive-/221750602266?pt=LH_DefaultDomain_0&hash=item33a15daa1a,$21.00 ,Toshiba Canvio 500 GB Portable Hard Drive,extenal hardisk 500 gb,16,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=extenal%20hardisk%20500%20gb,
711158950,4,0,http://thumbs1.ebaystatic.com/d/l225/m/mGjzr50Vq0PufZZdqe0YTPw.jpg,http://www.ebay.com/itm/Iomega-Prestige-External-Hard-Drive-500GB-LDHD-UP-GRAY-31763600-FREE-SHIPPING-/331540853104?pt=LH_DefaultDomain_0&hash=item4d315ff170,$35.00 ,Iomega Prestige External Hard Drive 500GB LDHD-UP GRAY 31763600 FREE SHIPPING!!!,extenal hardisk 500 gb,17,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=extenal%20hardisk%20500%20gb,
711158951,3.67,0.471,http://thumbs1.ebaystatic.com/d/l225/m/mzNvA7B-EuyWn1z9pcgL_og.jpg,http://www.ebay.com/itm/TOSHIBA-CANVIO-CONNECT-500GB-HDTC705XK3A1-EXTERNAL-HARD-DRIVE-FREE-SHIPPING-/281674766420?pt=LH_DefaultDomain_0&hash=item41951fd854,$42.99 ,TOSHIBA CANVIO CONNECT 500GB  HDTC705XK3A1 EXTERNAL HARD DRIVE -FREE SHIPPING,extenal hardisk 500 gb,18,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=extenal%20hardisk%20500%20gb,
711158952,2.67,0.471,http://thumbs4.ebaystatic.com/d/l225/m/mcKFom4iuMKhH61skkee6cg.jpg,http://www.ebay.com/itm/NEW-WD-My-DVR-Expander-500GB-eSATA-External-Hard-Drive-TiVo-S3-HD-WDG1S5000VN-/171708290251?pt=LH_DefaultDomain_0&hash=item27fa9c94cb,$79.99 ,NEW WD My DVR Expander 500GB eSATA External Hard Drive TiVo S3 HD WDG1S5000VN,extenal hardisk 500 gb,19,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=extenal%20hardisk%20500%20gb,
711158953,4,0,http://thumbs1.ebaystatic.com/d/l225/m/md8Xw9W6QsWeq0A22sZcXuw.jpg,http://www.ebay.com/itm/BRAND-NEW-WESTERN-DIGITAL-MY-PASSPORT-ULTRA-500GB-USB-3-0-PORTABLE-HARD-DRIVE-/281670591472?pt=LH_DefaultDomain_0&hash=item4194e023f0,$31.01 ,* BRAND NEW WESTERN DIGITAL  MY PASSPORT ULTRA 500GB USB 3.0 PORTABLE HARD DRIVE,extenal hardisk 500 gb,20,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=extenal%20hardisk%20500%20gb,
711158954,4,0,http://ir.ebaystatic.com/pictures/aw/pics/s_1x2.gif,http://www.ebay.com/itm/Iomega-eGo-500GB-External-2-5-Portable-Hard-Drive-HDD-31886500-Tested-/141650058173?pt=LH_DefaultDomain_0&hash=item20fb005bbd,$39.99 ,"Iomega eGo 500GB External 2.5 Portable Hard Drive HDD 31886500 Tested""",extenal hardisk 500 gb,21,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=extenal%20hardisk%20500%20gb,
711158955,4,0,http://thumbs2.ebaystatic.com/d/l225/m/mA1598yrwy3IkTqcC3_HFpg.jpg,http://www.ebay.com/itm/LaCie-500-GB-Rugged-External-Hard-Drive-Neil-Poulton-With-USB-Cords-AND-Case-/261866202517?pt=LH_DefaultDomain_0&hash=item3cf8712595,$60.00 ,LaCie 500 GB Rugged External Hard Drive Neil Poulton *With USB/Cords AND Case*,extenal hardisk 500 gb,22,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=extenal%20hardisk%20500%20gb,
711158956,4,0,http://thumbs4.ebaystatic.com/d/l225/m/mFlknietlpgXpIhwFY7qBRw.jpg,http://www.ebay.com/itm/500gb-External-Hard-Drive-USB-3-0-Perfect-For-Xbox-One-/201337155823?pt=LH_DefaultDomain_0&hash=item2ee0a130ef,$39.99 ,500gb External Hard Drive USB 3.0 Perfect For Xbox One,extenal hardisk 500 gb,23,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=extenal%20hardisk%20500%20gb,
711158957,4,0,http://thumbs2.ebaystatic.com/d/l225/m/mgDbR8CWaqF7YSUreyQi2dg.jpg,http://www.ebay.com/itm/wd-external-hard-drive-500GB-/151656329661?pt=LH_DefaultDomain_0&hash=item234f6bf1bd,$30.00 ,wd external hard drive 500GB,extenal hardisk 500 gb,24,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=extenal%20hardisk%20500%20gb,
711158958,4,0,http://thumbs4.ebaystatic.com/d/l225/m/m6miRZ-D1YNH4eLWrhoIEqA.jpg,http://www.ebay.com/itm/G-Technology-G-DRIVE-500GB-USB-2-0-FireWire-Portable-External-Hard-Drive-0G01817-/370689634731?pt=LH_DefaultDomain_0&hash=item564ed2f1ab,$49.99 ,G-Technology G-DRIVE 500GB USB 2.0 FireWire Portable External Hard Drive 0G01817,extenal hardisk 500 gb,25,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=extenal%20hardisk%20500%20gb,
711158959,4,0,http://thumbs1.ebaystatic.com/d/l225/m/mr3X8xK02OVvCy1Fsu-zS_w.jpg,http://www.ebay.com/itm/IBM-ThinkPad-LENOVO-T61-LAPTOP-2-0-GHz-2GB-80-GB-14-1-WIN-7-64bit-CDRW-DVD-WiFi-/310950500724?pt=LH_DefaultDomain_0&hash=item4866181974,$149.15 ,"IBM ThinkPad LENOVO T61 LAPTOP 2.0 GHz 2GB 80 GB 14.1 WIN 7 64bit CDRW/DVD WiFi""",laptop lenovo,1,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158960,3.4,0.8,http://thumbs1.ebaystatic.com/d/l225/m/mFyyt876_PJaZmc6MNr83MQ.jpg,http://www.ebay.com/itm/Lenovo-ThinkPad-T540p-15-6-Notebook-Intel-Core-i5-4GB-RAM-500GB-HDD-Win7-Pro-/301269963528?pt=LH_DefaultDomain_0&hash=item462516d308,$629.99 ,"Lenovo ThinkPad T540p 15.6  Notebook, Intel Core i5, 4GB RAM, 500GB HDD Win7 Pro",laptop lenovo,2,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158961,4,0,http://thumbs2.ebaystatic.com/d/l225/pict/161686847461_1.jpg,http://www.ebay.com/itm/Lenovo-Y50-Touch-15-6-1080p-i7-4700HQ-2gb-860M-1TB-HDD-8GB-RAM-AC-Gaming-Laptop-/161686847461?pt=LH_DefaultDomain_0&hash=item25a5497fe5,$750.50 ,"Lenovo Y50 Touch 15.6 1080p i7-4700HQ 2gb 860M 1TB HDD 8GB RAM AC Gaming Laptop""",laptop lenovo,3,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158962,3.33,0.943,http://thumbs1.ebaystatic.com/d/l225/m/mCdghnI32CiynlaJCkWbh8A.jpg,http://www.ebay.com/itm/Lenovo-ThinkPad-X120e1-50GHz-1GB-RAM-80GB-HDD-WIN-7HP-/321732078280?pt=LH_DefaultDomain_0&hash=item4ae8b9eac8,$39.00 ,"Lenovo ThinkPad X120e1.50GHz, 1GB RAM, 80GB HDD WIN 7HP",laptop lenovo,4,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158963,4,0,http://thumbs2.ebaystatic.com/d/l225/m/ma2GtAy1cDptUb5CafBSFLA.jpg,http://www.ebay.com/itm/IBM-LENOVO-THINKPAD-T420-LAPTOP-i5-2-50ghz-8GB-320GB-DVDRW-Windows-7-PRO-WEBCAM-/311333871217?pt=LH_DefaultDomain_0&hash=item487cf1de71,$360.52 ,IBM LENOVO THINKPAD T420 LAPTOP i5 2.50ghz 8GB 320GB DVDRW Windows 7 PRO WEBCAM,laptop lenovo,5,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158964,4,0,http://thumbs4.ebaystatic.com/d/l225/m/mlsgD4w0hZoTYLz4qg4H92w.jpg,http://www.ebay.com/itm/Lenovo-Thinkpad-T450S-8GB-Memory-256SSD-HD-i5-5300U-2-9GHz-/321736427623?pt=LH_DefaultDomain_0&hash=item4ae8fc4867,$880.00 ,"Lenovo Thinkpad T450S 8GB Memory-256SSD HD, i5 5300U, 2.9GHz",laptop lenovo,6,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158965,4,0,http://thumbs3.ebaystatic.com/d/l225/m/mQoXhvnQ5-moV17xL30aB6Q.jpg,http://www.ebay.com/itm/Lenovo-ThinkPad-T420-14-Laptop-Core-i5-2-5GHz-4GB-RAM-320GB-HDD-Win7Pro-Webcam-/171757830258?pt=LH_DefaultDomain_0&hash=item27fd908072,$183.99 ,"Lenovo ThinkPad T420 14 Laptop Core i5 2.5GHz 4GB RAM 320GB HDD Win7Pro Webcam""",laptop lenovo,7,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158966,4,0,http://thumbs3.ebaystatic.com/d/l225/m/mc7rZAQU34wUPXzT_gBYDaQ.jpg,http://www.ebay.com/itm/NEW-Lenovo-G50-80E30181US-15-6-Laptop-AMD-A8-Series-DVD-RW-HDMI-6GB-500GB-HD-/251794690586?pt=LH_DefaultDomain_0&hash=item3aa022121a,$349.99 ,"NEW Lenovo G50-80E30181US 15.6 Laptop AMD A8-Series DVD+-RW  HDMI 6GB 500GB HD""",laptop lenovo,8,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158967,4,0,http://thumbs2.ebaystatic.com/d/l225/m/ml17Uf-MkJEAyRILW53FkyA.jpg,http://www.ebay.com/itm/Lenovo-Y50-Touch-Gaming-Laptop-i7-4700HQ-2-4-3-4GHz-15-6-FHD-8GB-1TB-Warranty-/391122785105?pt=LH_DefaultDomain_0&hash=item5b10bc1351,$789.95 ,"Lenovo Y50 Touch Gaming Laptop i7-4700HQ 2.4/3.4GHz 15.6 FHD 8GB 1TB *Warranty""",laptop lenovo,9,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158968,4,0,http://thumbs1.ebaystatic.com/d/l225/m/m1nxDXq0rxiTZXUudyJDiGQ.jpg,http://www.ebay.com/itm/Lenovo-Thinkpad-T420-Laptop-Intel-Core-i5-2-50GHz-2520M-Proc-4GB-P-S-Win-7-/381240415652?pt=LH_DefaultDomain_0&hash=item58c3b315a4,$179.00 ,"Lenovo Thinkpad T420 Laptop Intel Core i5 2.50GHz 2520M Proc, 4GB, P/S, Win 7",laptop lenovo,10,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158969,2.67,0.471,http://thumbs3.ebaystatic.com/d/l225/m/mJmNouIhuPqpXJ_iIXrrczA.jpg,http://www.ebay.com/itm/NEW-Lenovo-G50-80E30181US-15-6-Laptop-AMD-A8-6410-Quad-Core-6GB-RAM-DVDRW-HDMI-/221756911454?pt=LH_DefaultDomain_0&hash=item33a1bdef5e,$325.00 ,"NEW! Lenovo G50 80E30181US 15.6 Laptop AMD A8-6410 Quad Core 6GB RAM DVDRW HDMI""",laptop lenovo,11,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158970,3.33,0.943,http://thumbs4.ebaystatic.com/d/l225/m/ml17Uf-MkJEAyRILW53FkyA.jpg,http://www.ebay.com/itm/Lenovo-Y50-Touch-Gaming-Laptop-i7-4700HQ-2-4-3-4GHz-15-6-FHD-8GB-1TB-Warranty-/261862381423?pt=LH_DefaultDomain_0&hash=item3cf836d76f,$779.95 ,"Lenovo Y50 Touch Gaming Laptop i7-4700HQ 2.4/3.4GHz 15.6 FHD 8GB 1TB *Warranty""",laptop lenovo,12,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158971,3.67,0.471,http://thumbs4.ebaystatic.com/d/l225/m/mBF1sqAeSOObOAUWiinST-g.jpg,http://www.ebay.com/itm/IBM-LENOVO-THINKPAD-T410-LAPTOP-WIN-7-PRO-32bit-DVDRW-i5-2-4-ghz-250-gb-3gb-WiFi-/161307671811?pt=LH_DefaultDomain_0&hash=item258eafbd03,$230.84 ,IBM LENOVO THINKPAD T410 LAPTOP WIN 7 PRO 32bit DVDRW i5 2.4 ghz 250 gb 3gb WiFi,laptop lenovo,13,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158972,3.33,0.471,http://thumbs2.ebaystatic.com/d/l225/m/mCbEE3DeEf_ER-hKyRNLwUw.jpg,http://www.ebay.com/itm/Lenovo-X1-Carbon-1-9GHz-2-9GHz-2014-ThinkPad-Ultrabook-Win-7-Pro-180SSD-i5-/141643917509?pt=LH_DefaultDomain_0&hash=item20faa2a8c5,$450.00 ,"Lenovo X1 Carbon 1.9GHz/2.9GHz, 2014, ThinkPad, Ultrabook, Win 7 Pro, 180SSD, i5",laptop lenovo,14,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158973,3.67,0.471,http://thumbs4.ebaystatic.com/d/l225/m/m2PbgvTy2KV4l7i5l2ymh6w.jpg,http://www.ebay.com/itm/Lenovo-Thinkpad-T60-1GB-Memory-80GB-Hard-Drive-Intel-1-83GHz-x-2-Custom-/131492312939?pt=LH_DefaultDomain_0&hash=item1e9d8d776b,$25.00 ,Lenovo Thinkpad T60 - 1GB Memory - 80GB Hard Drive - Intel 1.83GHz x 2 - Custom,laptop lenovo,15,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158974,3.2,0.748,http://thumbs3.ebaystatic.com/d/l225/m/mGEUB_MUeYxukuOQ_9Itb9A.jpg,http://www.ebay.com/itm/IBM-Lenovo-T410-Intel-Core-i7-M620-2-66GHz-2GB-DVDRW-Gobi-NO-HDD-/151659414774?pt=LH_DefaultDomain_0&hash=item234f9b04f6,$119.99 ,IBM Lenovo T410. Intel Core i7 - M620 @ 2.66GHz. 2GB. DVDRW. Gobi. NO HDD.,laptop lenovo,16,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158975,4,0,http://thumbs3.ebaystatic.com/d/l225/m/ma8xMQ-z-DbO4PWCLoskBrQ.jpg,http://www.ebay.com/itm/Lenovo-Thinkpad-T61-Notebook-14-Notebook-T7700-2-40GHz-160GB-HDD-4GB-RAM-Win-7-/191559449234?pt=LH_DefaultDomain_0&hash=item2c99d53a92,$149.99 ,"Lenovo Thinkpad T61 Notebook 14 Notebook T7700 2.40GHz 160GB HDD 4GB RAM Win 7""",laptop lenovo,17,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158976,4,0,http://thumbs2.ebaystatic.com/d/l225/m/mbos-E65-d3vK8NwqA_t6iQ.jpg,http://www.ebay.com/itm/Lenovo-Thinkpad-T430-Laptop-Core-i5-2-60GHZ-8GB-240GB-SSD-Windows-7-DVD-Webcam-/371315029225?pt=LH_DefaultDomain_0&hash=item567419b4e9,$399.95 ,Lenovo Thinkpad T430 Laptop Core i5 2.60GHZ 8GB 240GB SSD Windows 7 DVD Webcam,laptop lenovo,18,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158977,3.67,0.471,http://thumbs3.ebaystatic.com/d/l225/m/mW7pfA2eUOs2IS6dnrhCFFA.jpg,http://www.ebay.com/itm/Lenovo-ThinkPad-T440-14-Laptop-Computer-i5-4300U-1-90GHz-500GB-HD-8GB-RAM-Win-7-/181647234602?pt=LH_DefaultDomain_0&hash=item2a4b04d62a,$499.99 ,"Lenovo ThinkPad T440 14 Laptop Computer i5-4300U 1.90GHz 500GB HD 8GB RAM Win 7""",laptop lenovo,19,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158978,3.67,0.471,http://thumbs2.ebaystatic.com/d/l225/m/m3trMl72CiJn11ekRn2Lbdg.jpg,http://www.ebay.com/itm/Lenovo-ThinkPad-T510-i7-620M-2-66Ghz-2GB-128GB-SSD-15-6-DVD-RW-WIN-7-/171764214869?pt=LH_DefaultDomain_0&hash=item27fdf1ec55,$112.50 ,"Lenovo ThinkPad T510 i7-620M 2.66Ghz/2GB/128GB SSD/15.6/DVD-RW/WIN 7""",laptop lenovo,20,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158979,3,1.265,http://thumbs4.ebaystatic.com/d/l225/m/mi8b6KS96t2q8Jw2mC4IfvA.jpg,http://www.ebay.com/itm/Lenovo-ThinkPad-X220-12-5-Laptop-PC-Intel-i5-2540M-320GB-HDD-4GB-RAM-Windows-7-/171697605443?pt=LH_DefaultDomain_0&hash=item27f9f98b43,$299.99 ,"Lenovo ThinkPad X220 12.5 Laptop PC Intel i5-2540M 320GB HDD 4GB RAM Windows 7""",laptop lenovo,21,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158980,2.6,1.2,http://thumbs1.ebaystatic.com/d/l225/m/mXE_UTkvBmxHiKjjYpmOz2w.jpg,http://www.ebay.com/itm/Lenovo-ThinkPad-X201-12-Tablet-Laptop-Core-i7-2-0GHz-4GB-320GB-WiFi-7-/171763809916?pt=LH_DefaultDomain_0&hash=item27fdebbe7c,$71.00 ,"Lenovo ThinkPad X201 12 Tablet Laptop Core i7 2.0GHz 4GB 320GB WiFi 7""",laptop lenovo,22,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158981,4,0,http://thumbs4.ebaystatic.com/d/l225/m/m4HB1Qg7pvS3MH0ca-NH_pw.jpg,http://www.ebay.com/itm/Lenovo-ThinkPad-T61p-2-4GHz-Intel-Core-2-Duo-4GB-RAM-No-Hard-Drive-/291435803955?pt=LH_DefaultDomain_0&hash=item43daed7533,$101.96 ,Lenovo ThinkPad T61p 2.4GHz Intel Core 2 Duo 4GB RAM No Hard Drive,laptop lenovo,23,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=laptop%20lenovo,
711158982,4,0,http://thumbs2.ebaystatic.com/d/l225/m/mzhreY-u7xvFNJIvHRi-PVg.jpg,http://www.ebay.com/itm/New-Countertop-Microwave-Oven-Small-1-1-cu-ft-Sharp-Stainless-Steel-Carousel-/301262824149?pt=LH_DefaultDomain_0&hash=item4624a9e2d5,$102.89 ,New Countertop Microwave Oven Small 1.1 cu ft Sharp Stainless Steel Carousel,microwave,1,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=microwave,
711158983,4,0,http://thumbs4.ebaystatic.com/d/l225/m/mpzWFn5Hh6P1hs5riy15JKQ.jpg,http://www.ebay.com/itm/Sharp-Carousel-R-331ZS-1-1-Cubic-Feet-1000W-Countertop-Microwave-Oven-Stainless-/321738042919?pt=LH_DefaultDomain_0&hash=item4ae914ee27,$79.99 ,"Sharp Carousel R-331ZS 1.1 Cubic Feet 1000W Countertop Microwave Oven, Stainless",microwave,2,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=microwave,
711158984,4,0,http://thumbs4.ebaystatic.com/d/l225/m/mVEngJBaZMLrhYEyAZalByw.jpg,http://www.ebay.com/itm/Oster-OGG3701-Microwave-0-7-cu-ft-700-Watts-Countertop-Microwave-Oven-OGG3701-/360898412959?pt=LH_DefaultDomain_0&hash=item540738c19f,$55.80 ,Oster OGG3701 Microwave 0.7 cu. ft. 700 Watts Countertop Microwave Oven OGG3701,microwave,3,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=microwave,
711158985,3,1.095,http://thumbs1.ebaystatic.com/d/l225/m/mIJ1oJJcWRF0LmOHgv7PYkw.jpg,http://www.ebay.com/itm/LG-Microwave-Oven-1200watt-LCRT2010ST-2-0CF-18653-/231444964964?pt=LH_DefaultDomain_0&hash=item35e331e664,$67.49 ,LG Microwave Oven 1200watt LCRT2010ST 2.0CF (18653),microwave,4,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=microwave,
711158986,4,0,http://thumbs1.ebaystatic.com/d/l225/m/mG8mxkEGP3coNMu0maQNQXg.jpg,http://www.ebay.com/itm/Chef-s-Mark-9-cu-ft-900-Watt-Microwave-Oven-Red-/121629537876?pt=LH_DefaultDomain_0&hash=item1c51af7654,$35.00 ,ChefÌ_åÈs Mark .9 cu. ft. 900-Watt Microwave Oven Red,microwave,5,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=microwave,
711158987,4,0,http://thumbs4.ebaystatic.com/d/l225/m/mUjL0_XY59KG5S8sNawOs8w.jpg,http://www.ebay.com/itm/Oster-OGG3701-700-Watt-Microwave-Oven-/111652287763?pt=LH_DefaultDomain_0&hash=item19fefeb513,$32.00 ,Oster OGG3701 700 Watt Microwave Oven,microwave,6,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=microwave,
711158988,4,0,http://thumbs2.ebaystatic.com/d/l225/m/mn_9UqEo2Z2u02KphAlTO2g.jpg,http://www.ebay.com/itm/LG-Countertop-Microwave-Oven-Easyclean-LCRT1513ST-1-5CF-Stainless-Steel-18600-/231444956777?pt=LH_DefaultDomain_0&hash=item35e331c669,$67.49 ,LG Countertop Microwave Oven Easyclean LCRT1513ST 1.5CF Stainless Steel (18600),microwave,7,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=microwave,
711158989,4,0,http://thumbs4.ebaystatic.com/d/l225/m/mnEtkmyCrTvgzENl8dQTerg.jpg,http://www.ebay.com/itm/900-Watt-Microwave-Oven-Red-0-9-Cubic-Feet-Digital-Kitchen-Defrost-Cooking-Heat-/131493260735?pt=LH_DefaultDomain_0&hash=item1e9d9bedbf,$83.95 ,900 Watt Microwave Oven Red 0.9 Cubic Feet Digital Kitchen Defrost Cooking Heat,microwave,8,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=microwave,
711158990,4,0,http://thumbs4.ebaystatic.com/d/l225/m/mfOInby6ti5Mvwswz3Dwt_w.jpg,http://www.ebay.com/itm/GE-1-7-CU-FT-Over-The-Range-Microwave-Oven-White-/261859819967?pt=LH_DefaultDomain_0&hash=item3cf80fc1bf,$115.00 ,GE 1.7 CU. FT. Over The Range Microwave Oven-White,microwave,9,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=microwave,
711158991,4,0,http://thumbs3.ebaystatic.com/d/l225/m/muTKUx0mbT9WENaF0Q1_52A.jpg,http://www.ebay.com/itm/Sharp-Carousel-Microwave-1-1-cu-ft-1000w-R-309YK-Black-/151651284666?pt=LH_DefaultDomain_0&hash=item234f1ef6ba,$69.99 ,Sharp Carousel Microwave 1.1 cu. ft. 1000w R-309YK Black,microwave,10,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=microwave,
711158992,3.67,0.471,http://thumbs3.ebaystatic.com/d/l225/m/m5qhta5JGXJ4OsHjpaI23pg.jpg,http://www.ebay.com/itm/Panasonic-NN-SN651B-1200-Watt-1-2-Microwave-Oven-Black-Without-Glass-Plate-/231539160558?pt=LH_DefaultDomain_0&hash=item35e8cf35ee,$59.99 ,Panasonic NN-SN651B 1200 Watt 1.2 Microwave Oven Black Without Glass Plate,microwave,11,eBay,http://www.ebay.com/sch/i.html?_from=R40&_trksid=p2050601.m570.l1313.TR11.TRC1.A0.H0.Xplant.TRS0&_nkw=microwave,
