genero;edad;distancia;comida;limpieza;retraso;satisfaccion
Male;53;86;2;2;0;neutral or dissatisfied
Female;52;3338;5;3;0;satisfied
Female;23;843;3;3;3;neutral or dissatisfied
Female;60;2180;5;4;0;satisfied
Female;42;140;3;3;18;satisfied
Male;67;620;1;1;0;neutral or dissatisfied
Male;43;429;4;3;29;satisfied
Male;35;3097;3;1;0;neutral or dissatisfied
Female;38;1778;2;4;0;satisfied
Female;70;3922;2;1;19;neutral or dissatisfied
Male;46;159;2;2;25;neutral or dissatisfied
Male;48;920;3;5;0;satisfied
Female;24;1313;5;5;3;neutral or dissatisfied
Male;41;3132;5;4;0;satisfied
Female;28;1312;3;3;1;neutral or dissatisfied
Male;51;2065;2;5;23;satisfied
Male;34;177;2;2;0;neutral or dissatisfied
Male;60;666;2;2;11;neutral or dissatisfied
Male;66;1187;1;1;0;neutral or dissatisfied
Male;60;257;3;3;0;satisfied
Male;22;321;3;3;18;neutral or dissatisfied
Female;9;594;2;2;0;neutral or dissatisfied
Male;23;1846;4;4;0;neutral or dissatisfied
Male;64;377;2;2;0;satisfied
Female;15;413;3;3;0;neutral or dissatisfied
Female;39;2681;2;3;0;neutral or dissatisfied
Male;26;224;5;5;0;neutral or dissatisfied
Female;31;2133;2;2;76;neutral or dissatisfied
Male;8;1476;2;2;7;neutral or dissatisfied
Female;22;456;0;0;0;neutral or dissatisfied
Male;21;594;2;2;0;neutral or dissatisfied
Male;40;632;3;3;0;satisfied
Female;68;261;2;4;0;neutral or dissatisfied
Male;60;349;1;1;32;neutral or dissatisfied
Male;47;239;5;5;12;neutral or dissatisfied
Male;44;209;5;5;8;neutral or dissatisfied
Female;49;680;3;3;0;neutral or dissatisfied
Female;38;650;3;3;0;neutral or dissatisfied
Male;46;308;2;2;0;neutral or dissatisfied
Male;44;1426;5;4;15;satisfied
Female;30;2329;3;3;6;satisfied
Female;8;1678;2;2;0;neutral or dissatisfied
Female;27;1034;3;3;0;satisfied
Female;58;581;4;5;0;neutral or dissatisfied
Female;28;587;4;4;127;satisfied
Male;45;1971;2;3;0;satisfied
Female;49;844;2;1;20;neutral or dissatisfied
Male;49;2457;4;4;2;satisfied
Female;49;283;4;4;0;neutral or dissatisfied
Female;39;733;2;2;0;satisfied
Male;27;907;1;1;49;neutral or dissatisfied
Male;43;268;2;5;0;satisfied
Male;20;692;4;4;0;neutral or dissatisfied
Female;48;280;4;3;0;neutral or dissatisfied
Female;67;480;4;5;0;satisfied
Female;67;204;5;1;0;satisfied
Male;28;259;5;5;0;neutral or dissatisfied
Male;22;600;2;2;0;neutral or dissatisfied
Male;44;404;2;2;0;neutral or dissatisfied
Male;43;3530;1;4;0;satisfied
Female;18;349;2;2;16;satisfied
Female;46;143;4;2;16;neutral or dissatisfied
Male;26;1546;1;1;10;neutral or dissatisfied
Female;43;3094;1;1;7;neutral or dissatisfied
Female;29;199;5;5;19;neutral or dissatisfied
Male;38;986;2;5;0;satisfied
Male;35;1916;1;1;4;neutral or dissatisfied
Female;37;677;4;4;5;neutral or dissatisfied
Male;23;1590;3;3;26;satisfied
Male;26;1609;4;4;0;neutral or dissatisfied
Female;54;240;2;2;8;neutral or dissatisfied
Female;34;390;2;2;0;neutral or dissatisfied
Female;26;806;3;3;4;satisfied
Female;51;641;3;1;0;neutral or dissatisfied
Male;21;829;1;1;49;neutral or dissatisfied
Male;30;3239;3;3;0;neutral or dissatisfied
Male;51;473;3;3;3;neutral or dissatisfied
Female;32;957;1;1;8;neutral or dissatisfied
Female;42;220;2;2;289;neutral or dissatisfied
Male;9;843;2;2;0;neutral or dissatisfied
Female;59;1721;2;1;1;satisfied
Female;49;1050;4;2;0;neutral or dissatisfied
Male;65;550;3;3;0;neutral or dissatisfied
Female;35;3210;3;1;4;neutral or dissatisfied
Male;36;2113;3;5;0;satisfied
Female;26;557;2;2;12;neutral or dissatisfied
Female;39;442;5;5;41;neutral or dissatisfied
Male;42;1953;2;2;71;neutral or dissatisfied
Male;29;1444;4;4;0;neutral or dissatisfied
Male;22;472;3;3;8;satisfied
Female;8;577;2;2;0;neutral or dissatisfied
Female;50;997;4;4;0;neutral or dissatisfied
Male;40;678;2;3;8;satisfied
Female;70;862;2;2;0;neutral or dissatisfied
Female;36;3166;2;4;41;satisfied
Male;63;113;1;1;0;neutral or dissatisfied
Female;12;1075;1;1;16;neutral or dissatisfied
Female;38;550;5;5;0;neutral or dissatisfied
Female;58;2230;5;3;0;satisfied
Male;49;251;4;4;22;satisfied
Male;41;3932;4;3;19;satisfied
Male;50;551;1;1;60;neutral or dissatisfied
Male;63;787;3;3;19;neutral or dissatisfied
Female;24;1199;2;2;0;neutral or dissatisfied
Female;17;236;5;5;0;neutral or dissatisfied
Male;60;370;3;3;0;neutral or dissatisfied
Female;23;577;2;2;17;neutral or dissatisfied
Female;62;416;4;2;0;neutral or dissatisfied
Male;52;3509;5;2;0;neutral or dissatisfied
Male;22;1562;1;1;0;neutral or dissatisfied
Male;66;545;3;3;46;neutral or dissatisfied
Male;25;1046;2;2;56;satisfied
Female;36;3850;3;4;0;neutral or dissatisfied
Male;29;551;4;4;0;satisfied
Female;41;368;3;4;0;satisfied
Female;15;404;1;1;0;neutral or dissatisfied
Male;48;802;2;2;6;satisfied
Male;63;646;5;5;6;neutral or dissatisfied
Male;38;950;2;2;67;neutral or dissatisfied
Male;22;1346;4;4;2;satisfied
Female;21;431;3;3;0;neutral or dissatisfied
Female;45;842;5;5;0;satisfied
Male;21;594;5;5;0;neutral or dissatisfied
Male;43;1670;4;4;12;satisfied
Male;47;1568;4;3;0;satisfied
Male;11;239;1;1;0;neutral or dissatisfied
Female;23;936;5;5;0;satisfied
Male;21;349;3;3;36;satisfied
Male;21;594;2;2;1;neutral or dissatisfied
Female;29;680;5;5;1;neutral or dissatisfied
Female;45;2217;4;5;1;satisfied
Female;38;357;2;4;6;neutral or dissatisfied
Male;33;109;4;4;0;satisfied
Female;21;2311;2;2;0;satisfied
Male;38;288;2;2;11;neutral or dissatisfied
Female;28;438;1;1;4;neutral or dissatisfied
Female;51;1086;3;3;0;neutral or dissatisfied
Female;34;200;3;3;2;neutral or dissatisfied
Female;53;1597;5;5;3;satisfied
Female;14;1303;1;1;32;neutral or dissatisfied
Male;29;677;2;2;3;neutral or dissatisfied
Female;45;450;5;5;29;satisfied
Female;38;787;4;4;51;neutral or dissatisfied
Male;34;2565;3;4;0;satisfied
Female;44;430;4;1;8;neutral or dissatisfied
Male;49;3622;5;1;0;satisfied
Female;32;3541;5;5;0;satisfied
Female;48;1590;5;5;0;satisfied
Female;35;224;1;1;6;neutral or dissatisfied
Female;53;3016;5;4;0;satisfied
Female;40;387;2;2;0;neutral or dissatisfied
Male;41;337;4;4;0;neutral or dissatisfied
Female;43;309;2;4;0;satisfied
Male;64;280;5;2;0;neutral or dissatisfied
Male;60;2908;5;4;0;satisfied
Male;27;3535;4;4;52;satisfied
Male;37;302;3;3;9;neutral or dissatisfied
Female;55;3301;5;2;68;neutral or dissatisfied
Female;22;1521;2;2;0;neutral or dissatisfied
Male;17;333;4;4;0;neutral or dissatisfied
Female;63;364;3;3;101;neutral or dissatisfied
Female;54;2454;3;2;61;neutral or dissatisfied
Female;29;680;3;3;55;neutral or dissatisfied
Male;50;2838;3;4;0;satisfied
Female;50;235;3;4;1;satisfied
Female;52;2633;4;5;0;satisfied
Female;47;1096;1;2;0;neutral or dissatisfied
Male;28;918;4;4;0;neutral or dissatisfied
Male;57;1931;3;3;0;neutral or dissatisfied
Male;47;280;1;1;0;neutral or dissatisfied
Male;57;354;4;2;11;neutral or dissatisfied
Male;35;1754;5;4;0;satisfied
Male;49;395;4;4;11;neutral or dissatisfied
Female;21;125;5;5;0;satisfied
Male;46;3872;5;3;0;satisfied
Male;68;999;1;1;6;neutral or dissatisfied
Male;58;2328;3;5;9;satisfied
Male;38;2611;4;3;7;neutral or dissatisfied
Female;25;1134;2;2;77;neutral or dissatisfied
Male;23;255;1;1;12;neutral or dissatisfied
Male;45;3180;2;5;22;satisfied
Male;28;675;4;4;5;neutral or dissatisfied
Male;63;802;4;4;12;neutral or dissatisfied
Male;16;813;3;3;0;neutral or dissatisfied
Female;30;187;2;2;0;neutral or dissatisfied
Female;58;304;1;1;0;neutral or dissatisfied
Female;60;3854;5;4;0;satisfied
Male;61;1676;5;3;0;satisfied
Male;40;3748;2;4;0;satisfied
Female;35;121;4;4;0;satisfied
Male;49;2419;5;5;0;satisfied
Male;47;2678;5;4;0;satisfied
Male;34;414;4;4;0;neutral or dissatisfied
Female;25;598;2;2;0;neutral or dissatisfied
Male;29;1276;3;3;3;satisfied
Female;51;562;1;3;0;neutral or dissatisfied
Male;34;362;5;1;19;satisfied
Male;66;453;3;3;0;neutral or dissatisfied
Female;22;925;2;2;0;neutral or dissatisfied
Female;51;503;2;3;73;satisfied
Female;14;130;2;2;0;neutral or dissatisfied
Female;50;382;3;3;34;neutral or dissatisfied
Male;42;1041;4;4;14;neutral or dissatisfied
Male;36;661;5;5;0;neutral or dissatisfied
Female;48;3794;4;3;1;satisfied
Male;47;2030;5;4;0;satisfied
Male;38;141;5;5;0;neutral or dissatisfied
Male;61;746;3;4;140;neutral or dissatisfied
Female;7;534;2;2;19;neutral or dissatisfied
Female;42;1399;2;4;0;neutral or dissatisfied
Male;57;369;4;4;0;satisfied
Male;33;214;5;5;0;satisfied
Female;30;930;1;1;22;neutral or dissatisfied
Female;14;1399;4;4;8;neutral or dissatisfied
Female;64;1046;4;2;132;neutral or dissatisfied
Male;29;971;1;1;4;neutral or dissatisfied
Female;41;329;3;5;0;satisfied
Female;50;468;4;5;0;neutral or dissatisfied
Female;49;3248;4;4;0;satisfied
Male;10;271;4;4;0;neutral or dissatisfied
Male;43;361;3;3;0;neutral or dissatisfied
Male;34;1440;4;4;10;neutral or dissatisfied
Male;59;776;3;3;1;neutral or dissatisfied
Female;22;551;4;4;0;satisfied
Female;38;667;5;5;2;neutral or dissatisfied
Female;26;528;3;3;0;neutral or dissatisfied
Female;44;304;1;1;0;neutral or dissatisfied
Male;39;1121;4;4;2;satisfied
Male;45;552;5;5;0;satisfied
Female;12;235;2;2;1;neutral or dissatisfied
Female;56;729;1;1;1;satisfied
Male;25;125;3;3;6;neutral or dissatisfied
Male;62;835;5;4;0;satisfied
Male;40;2164;2;2;328;neutral or dissatisfied
Female;9;2240;5;5;0;satisfied
Male;53;700;4;4;0;neutral or dissatisfied
Female;20;414;2;2;1;neutral or dissatisfied
Male;34;438;2;2;0;neutral or dissatisfied
Female;37;651;2;5;0;satisfied
Male;24;577;4;4;11;satisfied
Female;49;300;1;4;8;neutral or dissatisfied
Male;24;1440;5;5;17;satisfied
Male;11;1208;4;4;17;neutral or dissatisfied
Female;24;954;5;5;0;neutral or dissatisfied
Male;43;2704;3;4;10;satisfied
Female;38;1638;3;3;0;satisfied
Male;70;3080;3;2;0;neutral or dissatisfied
Female;49;1431;3;3;0;satisfied
Male;37;1199;2;1;0;satisfied
Female;53;1438;5;1;0;neutral or dissatisfied
Male;74;308;2;3;0;satisfied
Female;53;1518;2;4;1;satisfied
Female;42;314;5;4;66;neutral or dissatisfied
Male;39;472;2;2;1;satisfied
Female;45;3743;3;4;0;satisfied
Male;39;2446;4;4;0;satisfied
Female;50;1034;5;5;0;neutral or dissatisfied
Male;50;671;2;4;60;neutral or dissatisfied
Male;36;1600;2;4;18;neutral or dissatisfied
Female;11;406;2;2;0;neutral or dissatisfied
Female;54;1518;3;3;6;satisfied
Male;39;835;1;1;0;satisfied
Female;53;331;5;3;0;neutral or dissatisfied
Female;54;3513;2;5;0;satisfied
Female;64;300;1;2;0;neutral or dissatisfied
Male;50;896;1;1;13;neutral or dissatisfied
Female;46;671;5;3;18;neutral or dissatisfied
Male;11;429;2;2;7;neutral or dissatisfied
Female;55;228;5;2;61;neutral or dissatisfied
Female;53;2875;2;1;0;neutral or dissatisfied
Male;32;200;3;3;6;neutral or dissatisfied
Male;51;214;4;4;0;neutral or dissatisfied
Female;51;3855;4;3;0;satisfied
Female;39;717;5;5;64;satisfied
Female;43;2959;5;4;0;satisfied
Female;50;201;2;4;0;satisfied
Female;35;737;5;5;0;neutral or dissatisfied
Female;37;718;5;5;0;neutral or dissatisfied
Male;29;258;2;2;115;neutral or dissatisfied
Male;20;1671;4;4;0;neutral or dissatisfied
Male;54;1635;2;2;20;neutral or dissatisfied
Male;22;718;3;3;0;neutral or dissatisfied
Female;64;1015;2;5;210;neutral or dissatisfied
Male;53;1258;5;5;33;satisfied
Male;42;3385;2;4;0;satisfied
Female;54;888;2;3;35;neutral or dissatisfied
Female;48;813;2;4;0;satisfied
Female;37;303;3;4;43;neutral or dissatisfied
Female;28;331;5;5;0;neutral or dissatisfied
Male;42;862;3;3;85;neutral or dissatisfied
Female;11;632;1;1;16;neutral or dissatisfied
Male;47;436;4;4;8;neutral or dissatisfied
Male;36;402;1;1;0;neutral or dissatisfied
Male;37;1085;3;3;0;neutral or dissatisfied
Female;23;451;4;4;5;neutral or dissatisfied
Female;37;1411;1;1;0;neutral or dissatisfied
Male;57;89;2;4;5;satisfied
Female;69;1013;2;5;0;neutral or dissatisfied
Male;44;342;3;4;11;satisfied
Male;24;909;1;1;0;satisfied
Male;45;1924;3;5;6;satisfied
Male;57;676;4;4;33;neutral or dissatisfied
Male;66;56;5;5;0;neutral or dissatisfied
Female;48;236;4;1;120;satisfied
Female;59;2250;4;4;0;satisfied
Male;42;2173;2;3;0;satisfied
Male;24;160;1;1;13;neutral or dissatisfied
Male;47;236;3;3;3;satisfied
Female;64;936;1;4;3;neutral or dissatisfied
Female;38;1222;5;5;0;neutral or dissatisfied
Male;33;2576;3;3;0;neutral or dissatisfied
Female;60;305;5;5;22;satisfied
Female;42;2024;1;5;0;satisfied
Female;56;160;2;3;11;neutral or dissatisfied
Female;20;391;1;1;13;neutral or dissatisfied
Female;48;837;1;3;0;neutral or dissatisfied
Male;44;1182;5;5;0;satisfied
Female;39;3753;2;3;0;satisfied
Female;55;174;1;2;12;satisfied
Female;12;158;2;2;0;satisfied
Female;28;1942;5;5;148;satisfied
Male;22;866;5;5;5;neutral or dissatisfied
Female;39;2598;2;1;0;neutral or dissatisfied
Female;52;326;3;1;0;satisfied
Male;48;507;2;2;0;neutral or dissatisfied
Female;20;1617;2;2;0;satisfied
Male;36;1721;5;5;1;neutral or dissatisfied
Male;44;417;1;1;35;neutral or dissatisfied
Male;55;577;3;3;0;satisfied
Female;54;363;5;4;0;neutral or dissatisfied
Male;18;130;2;2;84;neutral or dissatisfied
Female;55;2571;5;2;0;neutral or dissatisfied
Female;60;1426;3;4;0;neutral or dissatisfied
Female;35;201;1;1;14;neutral or dissatisfied
Female;32;3465;4;4;0;satisfied
Female;38;3995;3;2;31;neutral or dissatisfied
Female;12;184;4;4;0;satisfied
Female;48;550;4;3;0;neutral or dissatisfied
Female;20;419;5;5;0;neutral or dissatisfied
Male;29;1195;2;2;15;satisfied
Male;9;816;3;3;54;neutral or dissatisfied
Male;20;1368;3;3;95;neutral or dissatisfied
Male;37;341;4;4;0;satisfied
Male;30;1504;1;1;1;neutral or dissatisfied
Female;47;1547;4;4;21;satisfied
Male;48;3567;2;1;23;satisfied
Male;43;1504;4;3;0;satisfied
Female;52;460;1;4;0;neutral or dissatisfied
Female;42;447;2;3;18;neutral or dissatisfied
Male;36;956;4;1;103;neutral or dissatisfied
Female;25;587;4;4;46;neutral or dissatisfied
Male;23;2597;5;5;0;satisfied
Male;58;135;3;3;0;neutral or dissatisfied
Male;45;1846;3;5;0;satisfied
Female;44;2072;4;3;3;satisfied
Male;49;2556;3;5;0;satisfied
Female;41;2713;1;2;56;neutral or dissatisfied
Male;35;3899;5;3;55;satisfied
Male;48;986;2;1;3;neutral or dissatisfied
Male;45;2419;5;5;23;satisfied
Female;27;453;4;4;7;neutral or dissatisfied
Male;50;627;4;4;0;neutral or dissatisfied
Female;41;1416;3;4;0;satisfied
Male;46;1009;3;3;0;neutral or dissatisfied
Male;27;189;2;2;27;satisfied
Female;30;1531;5;5;33;satisfied
Female;40;936;2;2;39;neutral or dissatisfied
Male;31;666;5;5;0;neutral or dissatisfied
Male;47;304;2;5;0;neutral or dissatisfied
Male;16;709;3;3;10;neutral or dissatisfied
Male;35;312;1;1;0;neutral or dissatisfied
Female;33;1199;5;4;2;satisfied
Female;47;3799;4;3;0;satisfied
Female;20;1237;2;2;45;satisfied
Female;23;3571;4;4;0;neutral or dissatisfied
Male;53;1747;4;4;0;satisfied
Female;62;601;2;1;17;neutral or dissatisfied
Female;36;248;1;1;6;neutral or dissatisfied
Female;15;271;5;5;0;neutral or dissatisfied
Female;70;466;3;3;23;neutral or dissatisfied
Male;20;337;2;2;25;neutral or dissatisfied
Male;22;1189;1;1;39;neutral or dissatisfied
Male;22;3010;4;4;0;satisfied
Female;7;547;4;4;28;neutral or dissatisfied
Male;40;3025;2;2;0;satisfied
Female;32;986;2;2;0;satisfied
Male;40;746;3;3;13;neutral or dissatisfied
Female;58;1973;3;5;0;satisfied
Female;64;120;1;3;0;neutral or dissatisfied
Female;48;761;5;4;0;satisfied
Male;25;541;2;2;0;neutral or dissatisfied
Female;9;948;1;1;1;neutral or dissatisfied
Female;36;1214;2;5;0;satisfied
Female;32;821;5;5;0;satisfied
Female;48;273;5;4;0;satisfied
Male;30;247;1;1;0;neutral or dissatisfied
Male;9;1085;5;5;0;neutral or dissatisfied
Male;47;1844;5;3;0;satisfied
Female;44;405;1;4;3;neutral or dissatisfied
Female;9;349;5;5;0;neutral or dissatisfied
Male;56;2946;2;1;76;neutral or dissatisfied
Female;23;315;5;5;26;neutral or dissatisfied
Male;40;829;5;5;0;satisfied
Female;40;491;1;2;67;neutral or dissatisfied
Male;37;86;3;3;9;neutral or dissatisfied
Female;24;430;4;4;42;satisfied
Male;54;342;4;4;0;neutral or dissatisfied
Female;25;1045;1;1;34;neutral or dissatisfied
Male;47;3607;4;5;5;satisfied
Female;28;1235;2;2;0;satisfied
Male;24;957;2;2;0;neutral or dissatisfied
Female;50;950;2;2;70;neutral or dissatisfied
Female;36;143;4;4;40;neutral or dissatisfied
Female;49;1537;2;4;7;satisfied
Male;19;1156;3;3;0;neutral or dissatisfied
Female;39;2475;5;3;0;satisfied
Male;55;216;4;4;0;satisfied
Male;42;406;4;4;0;satisfied
Male;40;101;1;1;0;neutral or dissatisfied
Female;23;616;4;4;0;satisfied
Male;44;2991;4;4;109;satisfied
Female;41;1831;4;3;8;neutral or dissatisfied
Male;50;3449;2;5;0;satisfied
Male;36;829;2;2;9;satisfied
Male;46;2419;4;4;7;satisfied
Male;55;280;3;3;1;neutral or dissatisfied
Female;30;692;1;1;0;neutral or dissatisfied
Female;47;3439;2;3;33;satisfied
Male;42;2895;4;5;32;satisfied
Male;38;779;4;3;0;satisfied
Male;57;533;1;1;0;neutral or dissatisfied
Female;46;948;2;3;0;satisfied
Female;58;1874;1;2;0;neutral or dissatisfied
Female;49;404;3;4;19;neutral or dissatisfied
Male;22;861;3;3;27;satisfied
Female;53;1886;5;1;54;neutral or dissatisfied
Male;10;1892;1;1;0;neutral or dissatisfied
Female;44;2791;3;4;0;satisfied
Male;34;3848;1;4;0;satisfied
Female;37;1638;3;3;124;satisfied
Male;27;3229;2;2;0;satisfied
Female;55;432;2;3;1;neutral or dissatisfied
Male;45;2616;5;3;6;satisfied
Female;33;1334;5;5;5;satisfied
Female;34;2496;5;1;0;satisfied
Male;42;3011;4;4;24;satisfied
Female;50;2173;5;2;17;neutral or dissatisfied
Female;24;227;1;1;0;neutral or dissatisfied
Female;54;157;5;4;0;neutral or dissatisfied
Female;80;436;4;4;0;neutral or dissatisfied
Male;43;3302;4;3;4;satisfied
Male;50;2676;3;3;1;neutral or dissatisfied
Female;42;110;5;2;0;neutral or dissatisfied
Female;49;1766;1;3;51;neutral or dissatisfied
Male;12;1303;3;3;0;neutral or dissatisfied
Male;21;772;2;2;11;neutral or dissatisfied
Female;60;1587;1;3;7;neutral or dissatisfied
Male;38;1911;3;3;24;neutral or dissatisfied
Male;14;873;4;4;0;neutral or dissatisfied
Male;25;1264;3;4;0;neutral or dissatisfied
Female;24;541;5;5;0;satisfied
Male;26;344;3;3;0;satisfied
Female;25;447;1;1;27;neutral or dissatisfied
Male;30;802;3;3;0;satisfied
Female;59;501;3;1;91;satisfied
Female;52;2475;1;1;0;neutral or dissatisfied
Female;42;589;3;5;0;neutral or dissatisfied
Male;55;323;1;1;0;neutral or dissatisfied
Male;61;675;1;1;0;neutral or dissatisfied
Male;30;308;5;5;0;neutral or dissatisfied
Female;20;190;4;4;0;neutral or dissatisfied
Female;26;965;4;4;1;satisfied
Male;33;1182;1;1;23;neutral or dissatisfied
Male;50;1428;1;2;0;satisfied
Male;33;399;2;2;0;neutral or dissatisfied
Female;57;2446;5;5;0;neutral or dissatisfied
Male;27;718;2;2;0;neutral or dissatisfied
Female;25;3431;2;2;0;neutral or dissatisfied
Female;42;1744;3;3;0;satisfied
Female;25;399;2;2;0;satisfied
Female;28;3129;3;3;0;neutral or dissatisfied
Male;33;682;1;4;206;neutral or dissatisfied
Female;48;1729;5;4;4;satisfied
Male;11;744;2;2;0;satisfied
Male;29;612;1;1;0;neutral or dissatisfied
Female;38;3394;2;3;13;satisfied
Male;34;1562;5;3;0;satisfied
Female;13;528;5;5;0;neutral or dissatisfied
Female;49;2475;3;3;0;satisfied
Female;14;937;4;4;2;neutral or dissatisfied
Male;8;731;4;4;0;neutral or dissatisfied
Male;44;528;4;1;0;satisfied
Male;22;503;5;5;0;neutral or dissatisfied
Male;11;502;1;1;0;neutral or dissatisfied
Male;30;1024;5;5;2;satisfied
Female;63;663;5;3;31;neutral or dissatisfied
Male;8;787;2;2;0;satisfied
Male;40;201;4;4;0;satisfied
Male;14;147;4;4;0;neutral or dissatisfied
Female;19;1222;4;4;5;satisfied
Female;19;1121;5;5;0;neutral or dissatisfied
Female;8;216;5;5;0;satisfied
Female;25;997;3;3;6;neutral or dissatisfied
Male;58;895;2;2;25;neutral or dissatisfied
Male;30;944;3;3;6;neutral or dissatisfied
Female;25;1437;2;2;14;satisfied
Male;35;2310;2;3;0;satisfied
Female;24;321;4;4;1;neutral or dissatisfied
Female;42;1053;4;4;0;neutral or dissatisfied
Male;54;1943;5;5;0;satisfied
Female;34;725;5;5;0;satisfied
Female;65;1919;1;1;1;neutral or dissatisfied
Male;50;414;4;2;0;satisfied
Female;26;175;4;4;0;neutral or dissatisfied
Male;35;2475;4;4;78;neutral or dissatisfied
Male;40;1815;5;5;101;satisfied
Male;38;164;3;3;41;neutral or dissatisfied
Female;34;782;4;4;25;neutral or dissatisfied
Female;32;1050;2;2;0;neutral or dissatisfied
Male;27;403;5;5;0;satisfied
Female;41;192;4;4;0;neutral or dissatisfied
Female;57;224;5;3;81;neutral or dissatisfied
Male;41;1721;3;1;0;neutral or dissatisfied
Female;11;853;5;5;0;neutral or dissatisfied
Female;51;156;1;5;11;satisfied
Male;33;174;5;5;0;satisfied
Male;39;1389;2;3;65;satisfied
Female;13;2329;1;1;25;neutral or dissatisfied
Male;39;399;2;3;383;neutral or dissatisfied
Female;49;2585;4;4;36;satisfied
Male;40;338;3;4;0;satisfied
Female;47;349;4;5;140;satisfied
Male;56;237;4;4;0;neutral or dissatisfied
Female;41;177;1;4;0;satisfied
Female;58;193;5;5;0;satisfied
Male;21;440;5;5;67;neutral or dissatisfied
Male;53;599;4;1;43;neutral or dissatisfied
Female;13;3365;4;4;69;neutral or dissatisfied
Female;21;175;5;5;0;neutral or dissatisfied
Female;42;1050;3;3;18;satisfied
Female;49;589;5;3;0;satisfied
Female;9;342;3;3;0;neutral or dissatisfied
Female;38;110;3;3;67;neutral or dissatisfied
Male;23;817;1;1;0;neutral or dissatisfied
Female;36;1552;5;1;0;neutral or dissatisfied
Male;49;606;3;1;0;neutral or dissatisfied
Female;35;530;1;1;0;neutral or dissatisfied
Male;19;689;5;5;27;neutral or dissatisfied
Male;60;321;4;5;0;satisfied
Male;54;1523;5;3;20;satisfied
Female;28;347;1;1;0;neutral or dissatisfied
Female;26;710;5;5;0;neutral or dissatisfied
Female;14;679;5;5;3;neutral or dissatisfied
Male;42;3682;5;4;116;satisfied
Male;66;317;4;4;0;satisfied
Male;39;1102;4;3;4;satisfied
Male;46;1825;5;3;7;neutral or dissatisfied
Male;51;2212;2;3;12;satisfied
Male;22;109;1;1;0;neutral or dissatisfied
Female;44;2565;5;3;0;satisfied
Female;47;419;5;5;9;satisfied
Female;29;711;4;4;19;neutral or dissatisfied
Female;52;1598;4;3;0;satisfied
Male;34;502;2;2;0;neutral or dissatisfied
Female;40;1211;3;3;0;satisfied
Female;25;817;4;4;0;satisfied
Male;54;3402;4;4;9;neutral or dissatisfied
Male;41;1911;4;5;0;satisfied
Male;49;3154;3;5;0;satisfied
Female;39;226;5;5;26;satisfied
Female;22;1145;4;4;75;neutral or dissatisfied
Male;22;190;4;4;0;neutral or dissatisfied
Male;54;175;1;1;0;neutral or dissatisfied
Female;25;694;3;3;21;neutral or dissatisfied
Female;53;1325;5;2;11;neutral or dissatisfied
Female;9;1119;4;4;0;satisfied
Female;38;293;3;3;0;neutral or dissatisfied
Female;34;356;3;3;9;neutral or dissatisfied
Male;35;2297;2;4;8;satisfied
Male;47;496;2;5;0;neutral or dissatisfied
Male;30;773;4;4;0;satisfied
Male;34;391;4;4;78;satisfied
Male;48;3584;3;3;0;satisfied
Male;47;421;4;4;0;satisfied
Male;56;679;2;3;0;satisfied
Female;50;3568;4;3;4;satisfied
Male;67;140;5;5;9;satisfied
Male;35;3214;5;4;9;satisfied
Male;34;871;1;1;118;neutral or dissatisfied
Male;8;338;2;2;6;neutral or dissatisfied
Female;50;83;5;2;11;neutral or dissatisfied
Female;50;2180;4;5;8;satisfied
Female;37;270;5;5;0;neutral or dissatisfied
Female;31;926;1;1;26;neutral or dissatisfied
Female;60;689;4;2;0;satisfied
Female;65;235;2;1;51;neutral or dissatisfied
Female;50;1835;2;3;35;satisfied
Male;36;305;3;3;1;neutral or dissatisfied
Male;57;1182;3;3;452;neutral or dissatisfied
Male;38;406;3;3;0;neutral or dissatisfied
Male;9;1846;3;3;12;neutral or dissatisfied
Male;59;164;4;4;0;neutral or dissatisfied
Male;31;2026;1;1;10;neutral or dissatisfied
Male;44;3028;4;5;6;satisfied
Male;21;363;5;5;0;satisfied
Female;41;1535;2;3;62;neutral or dissatisfied
Female;25;821;2;2;0;neutral or dissatisfied
Male;20;1845;1;1;0;neutral or dissatisfied
Male;37;1481;3;3;7;satisfied
Male;43;2913;5;2;0;neutral or dissatisfied
Female;29;163;4;4;0;neutral or dissatisfied
Male;55;3374;1;3;0;neutral or dissatisfied
Female;31;929;3;3;10;neutral or dissatisfied
Female;34;611;2;3;14;satisfied
Male;22;3056;4;4;19;satisfied
Female;55;160;4;1;0;neutral or dissatisfied
Female;47;770;2;4;0;neutral or dissatisfied
Female;41;308;5;5;13;satisfied
Male;14;692;5;5;21;neutral or dissatisfied
Female;17;2296;3;3;0;neutral or dissatisfied
Female;58;1187;1;1;24;neutral or dissatisfied
Female;36;287;5;5;2;neutral or dissatisfied
Male;73;2736;2;3;0;neutral or dissatisfied
Female;30;2710;1;1;0;neutral or dissatisfied
Male;56;3817;4;1;0;satisfied
Female;32;493;2;2;0;neutral or dissatisfied
Male;56;2583;1;1;56;neutral or dissatisfied
Female;52;3076;3;5;38;satisfied
Female;48;2981;1;3;0;neutral or dissatisfied
Male;50;3129;4;5;80;satisfied
Male;38;820;4;4;27;satisfied
Female;59;369;3;1;19;neutral or dissatisfied
Male;66;403;4;4;1;satisfied
Female;9;2104;5;5;5;satisfied
Female;26;333;5;5;0;satisfied
